,train,val,test
0,8f9ed5e19d7638ebbe0589e8259d527f,55dbe37120583aa281765918df79744d,8bdb173cb8053655a740105ee5d64a6f
1,e5b879ffe7253c229acb4378394db130,f7e31985c26b3971a4121830091e4dce,53a0fb2d1dde302d8031177231164b7b
2,cf5b6b23203c3bbb8a359c0190cd275b,ffd8d17776f4327da3244ae80822de5d,5d9ce9082d7a3f7eb391e199428efb7c
3,bef6808fc06d3f629b80255515866ad7,c6621e7727f1330bbc3d36f4c357024a,4d77e01e3e903ee8bd21e4dbbe06cb1f
4,4e0734195c1b30e9b836d74cec1e64e3,90ec9bf9abc63be48505d5ae66f54733,30978158b78d3a468a78f2b781d33611
5,3d6c3c76ae9c36f4929949dbe8620420,40d98b92e3023c99adbe09756ce85aee,35588fe63aeb31289af9bc563d1455d0
6,edca79797f2731d19def19960d80620b,38622961da293681a2dccdd73f489be3,4b354d8ec6ed3f82a4b4652b8caf08b1
7,9d94c9712f5535128155cfbdc84af3b9,229d520b5f6d39bb8bb96580d0927df8,6e26c13109303fa796a87a56043b17d8
8,d5d75cf8253f3f0b83ad1acc9cca6e57,6b52124008b5332fa459d879309dce21,00c9f4878b4c384297dc41746195a8d7
9,d82bc2eb65203ca895b4482c9ef3caa7,fa6425c5cab033a88a30cc7cf3bff5dc,a1320943b94a3576b91b6ba4e07c87ce
10,775c1028895330c0a46eef54339145cc,82f6ffa760d3311a879b33f1abca5e42,27109cbb1016341b80d01b2832280ef3
11,0cbc60819e3d325f8f3ec58c71cf4639,a143177d67953a59a381c5de04c02e2f,2f6039b835743f849b42a8b3c0ad18f8
12,d05f6f05e6d93673aa0301092286ade8,e8bcc4403f2335ef87f04b403d7b783a,9fbf770e33b53b7096d3acd715ad6f88
13,ce0e418342fb30d387c2c07de4469573,248764f469343467bf0aeb7265d7b09a,a7e9e792e05d34a981efbbd4306ab2a0
14,391a5d4152db372f94cb2aa98d50da24,3c72afb04de734b88b8353cc2552d040,2bf6fca9561f3b92b7d69359345e86ab
15,f8f90347f4fd3ebb9bcb4e1580f02a00,0b1330b1623d3eb6a490f5dc3bc63eb0,fffac1e3af28390d9ebb12e35b067c8e
16,bb6460d462633ddaa4a13d8bd59689a1,4406f0a164cb3537aa81d43d13960e1a,0f2a6f98055334248dde1fac6d792446
17,3d227fa6e9a23047ac07044df7f34d2c,a31f05d4c49f368e8937fc67f05fc9c4,403a7b44e6d934a0923a7924f097f874
18,9ae3ce88c22e361eab4751434ec0e4d5,fee4e8e99891357e903b9373146393ff,9e6bda1333343ccc864eaa4ab40c9d47
19,9d275eb793e93eaba93997b5c05cf35f,d3861acdd63639a798d278dfbd4ce986,713147f64e0435499d803d161576343e
20,efc7aae262003a25934665d2ece4a70a,9842b3b8c84d36abb581d268c7710d23,21e37806fd83394aaec8b030641ca99e
21,deee89986f6f3749a7ff6fbd2fab01b2,6999b8605bf53a74bb5b4390230db458,92a1387d7c473942b03f53c284f01522
22,0d5bb02b5661362688a634d6464dd722,2ce5fce34a00397e88da5ebe2462a99c,463035ad1f2932088de653f89c631136
23,da85bd70baf03102916089ceca73d21d,338d700f4a043054bafe64dd823a27fc,7ef02e2fa34d3792a47ebb71c155f3fa
24,e6c2d8b6642e31e5a827c1a1721dbc38,17852a7504e632fea0d81106cfe558ce,154616d4e733392dbb4bdbd476084812
25,e40d6f4607de3f24aee38be0a9e135fa,5756403d5d6739a4a610c6f38de944fe,21aa7199227f3a6fbd853ee860a7cde9
26,8bd17c92e660314991ae5b7f29d034f8,9ce85caebeaa3ad5afab62ee5c77ac02,0fbcb53c779c39fe9cb6e1ba2991cca3
27,e688c1c32852351bbdddf977eb1aeb8f,2b043ea97e9337ecba6311fe679bebc4,96001623c2e6374c94b1320a31035676
28,7c898555c33e3dd9b32adc77a3e463b1,0522151719973284af27a0b2fcb62dd2,6e03e9af6dee3754ae9cf512c3fa4a49
29,04142d78121f377c85ff32f8b5c8dbff,aa7a489c90b238baa00ca02e8ceea67a,3e54f5ee8d373d0ea6afdea9e814bcc0
