,train,val,test
0,cf5b6b23203c3bbb8a359c0190cd275b,42790fef903c3abb9c4e5366e78241f1,5a560ddfe34b37eab98d04322a2d9d4b
1,6999b8605bf53a74bb5b4390230db458,d88885cd82e336c1886857b3400c0654,0972fdd905f83df7a7a7acdcec9ed51c
2,bef6808fc06d3f629b80255515866ad7,2cd452d39f0337f6af79ca839bf777c4,8bc083757fb13f7cbf316ccc847fa20e
3,4e0734195c1b30e9b836d74cec1e64e3,8ba55aa6d5283ce9997a67b8c62c88f9,d9366e3fa842383cad15377a71e715d1
4,3d6c3c76ae9c36f4929949dbe8620420,f38802873f2a347db2cdb64abc5bf3f2,d367a543361a3d14bcd4c9d4aa9e2c9c
5,edca79797f2731d19def19960d80620b,8a617538154d31dbafa18fb1cb755e21,303843257c853703a408fca7e9a1d660
6,775c1028895330c0a46eef54339145cc,4d44299a8d9e3c30a0d7ec4299d15953,f5cc722ec63b3734837c85f68b529c36
7,d05f6f05e6d93673aa0301092286ade8,4928b7ae5ebe379cbed6ca9eef0a95d0,56e288709d8437e48e82fdec86f903bb
8,aa9e9bec924c3f35812eb7d57ff9b743,a866d11ba2053c0bb4a8a4d5e3f44b5d,6da62501f7983b6f8d0b916629663b05
9,929a4ec914b639878fe909a2a34ab01b,45efb50377ff35ffac94bc0f6a8dbc4e,186a536b27bf3e7dbc1775a516c67ad3
10,f8f90347f4fd3ebb9bcb4e1580f02a00,4fe38b63310033f59c4ab18ebe026245,0dfb2f1a8a323faebe08f912c42f4c9d
11,bb6460d462633ddaa4a13d8bd59689a1,857ca73bbf0c3be7ab452d2a96b5328c,7303235a5ebe34e98159066528a59031
12,3d227fa6e9a23047ac07044df7f34d2c,6607551d864d314293e86edcfa4fcd57,c69ec390a27d309eb5091146b1b71817
13,0426842b303234c09cbed757e24aa45e,9573b628051833f8a6af8bdcd49eeb7f,43d2f6abe6cc3f38ac285cd4562ec5b9
14,9d275eb793e93eaba93997b5c05cf35f,e1c0564a64f6332c9f7dd69d5451f58b,361a2bc6c54c31cda9fcbc7226c2c371
15,efc7aae262003a25934665d2ece4a70a,c96956fe241132fab0975a4679cae5aa,d6e027eca5c3382aba24ba8b17f2c90d
16,e34e4283986e3c3696bc634dd1ae059e,8a5033ef0c283511b1a989af41805401,3bead2e255ab3b42baf8b842acb1dcff
17,da85bd70baf03102916089ceca73d21d,cc577fd8f63037dc81c6bb1ae2370891,d8830bdbafb73b5585eac0795345de50
18,e6c2d8b6642e31e5a827c1a1721dbc38,bc43a75e4b7837128fb334df656d8e68,fbb812da48ca327fad30d2ffd5830b90
19,03bc623b99df35ba89ed983808e911ee,570b7f6b8ac1333e90f9c74f27e85908,8ee13690268e3ed793ec1588ac132e89
20,8bd17c92e660314991ae5b7f29d034f8,58d81e105f11373381e4ce09770e03be,21902fb8457f344cb2c36e0aca8c2437
21,e688c1c32852351bbdddf977eb1aeb8f,bb27cb4fb1e535068a352d66e32eefdf,ad76fe844e8f3fd8b5f8336bf3a5687a
22,7c898555c33e3dd9b32adc77a3e463b1,693b3fea72e13f85a6d96601358998f1,ab6146c21bc63fc88d9d7f236dd738e2
23,04142d78121f377c85ff32f8b5c8dbff,48042945f6eb3c52b07e00ff28bf6a0a,cd392cb10afd3023b440321af3f1c492
24,99e0487b77783d74a86075642fc8aa3c,05bddc242dbc3df6a14823b18470b8d4,ba7f2dcce449309c93c2a6742878fc5a
25,1e8d8df9a47431388e86e371f11dc685,951e6470820b3177ab5608cab540b659,bacba9e4974f34b4843363dcfe7964e0
26,00518fe8eb443fdbb9907b74a0bcdeda,4f27b9f2f1c5364e9557ca41003b3899,04b172c8f65439b08320b286abdf77f6
27,2697618e14433a7eaed34c5a96c3f37f,7c1a51038ed93d35900207fe7080b8f5,48f2c54dbb0f3e5c8de54d9dbda224e7
28,d79f816c8a803dd2b0d4b7cebb536f34,0d02ea4a15263d97a113bf859bbf4a93,1e39a8cb375b3b0b88716a07923166b0
