,train,val,test
0,8f9ed5e19d7638ebbe0589e8259d527f,0dd92a6925aa30e68894d80fb48bf103,a4a1b0f224833994b711c5a8dafa7f5d
1,e5b879ffe7253c229acb4378394db130,015dffb005913e63b86967fbabb964a9,c9aee1da30ae398a97f5be1f2937c2eb
2,cf5b6b23203c3bbb8a359c0190cd275b,123ffb63bcdb3dd4ba2bf98dd4f68716,05bddc242dbc3df6a14823b18470b8d4
3,6999b8605bf53a74bb5b4390230db458,ad76fe844e8f3fd8b5f8336bf3a5687a,5199ec8cc648369490ad66953a7c56e6
4,bef6808fc06d3f629b80255515866ad7,452cfae64b843745a42998f4d5f43471,393c4e214fd034348d6c530394e3a7f4
5,2a71571f144e3a9da954dda02fca1250,798bb4d5640939e4b3f8fb577ac25c24,1130d6fe5cc23af2833df1438dca0bec
6,3d6c3c76ae9c36f4929949dbe8620420,186a8bba09be3930a4ae79ac24ef3f7f,7f2e2a8e29cb3cb9a03c4999289a57ac
7,edca79797f2731d19def19960d80620b,9d99d97a067c360cabc0f73a4bdbb202,1d4bd87f5b4e3c77a10be985c85c3d60
8,d5d75cf8253f3f0b83ad1acc9cca6e57,f8f90347f4fd3ebb9bcb4e1580f02a00,44f7e92a4bc13612bddde7484c6063cb
9,d82bc2eb65203ca895b4482c9ef3caa7,8014742546bd38f6b6cc3baf450fd821,d29de1ec591a357c86d11c82e0d8b7de
10,775c1028895330c0a46eef54339145cc,b7012e850b073a87b74cdfede7ad3df7,84bf27cdbd063aa1acd8633e044da9bd
11,0cbc60819e3d325f8f3ec58c71cf4639,0361dec583eb331794fb6865dd4c7485,0566acdd2fea33e59ad09c5830c1a551
12,d05f6f05e6d93673aa0301092286ade8,9c1cbba98127338192cc12615d35a15b,4a2bf7c073ea3fb78de16ba44208c031
13,ce0e418342fb30d387c2c07de4469573,a96b1e1a57603313b31e1c9dde8c82e9,39ebe34fc26c32ae97d880e77409dcf7
14,aa9e9bec924c3f35812eb7d57ff9b743,c1e5c280fc9337e09679177dbf6e2342,339102ead88a34f9823ed9bd11cc5bdf
15,391a5d4152db372f94cb2aa98d50da24,568bc169b03f3e86b0e5604e1ecd1e04,f3033b351f2f36c1b783d8664197bcc1
16,929a4ec914b639878fe909a2a34ab01b,a69fa1766ab13411a0fa761016416a22,f0470cb558d731e886ac383f0ca28539
17,43626fca49523b07aba18170b50b0e90,4c706dfb083932868a11e3cb948b72c6,8ac962d0b0143c6fa714b80d5e948a9a
18,bb6460d462633ddaa4a13d8bd59689a1,c5f63fa1e7f13cbcb6c36ac121de1030,9eee977be5f43eb5b29c526ed29c7ed4
19,3d227fa6e9a23047ac07044df7f34d2c,95f53769a918358ca853529c35c5d750,d6169da517773cb3a76c77adc79d1603
20,9ae3ce88c22e361eab4751434ec0e4d5,d17c430cba29398e87915824121d7105,4e89d22ddfed3c4b8016fcfd2b9b49ca
21,efc7aae262003a25934665d2ece4a70a,9f91f43dd34f344cb1f5db66c0a66b58,e0ec5945c4a136458504bd164bebfe5a
22,deee89986f6f3749a7ff6fbd2fab01b2,9ba79463625f3438b3e8ab0c674a4045,1d1f642ae24f3c2187b4cf8d6cc62096
23,0d5bb02b5661362688a634d6464dd722,34066eff3550398393be544716b6c1cc,0371dc9dd69a37af9ff93cd058a07881
24,e34e4283986e3c3696bc634dd1ae059e,a8b13941ce8536bbac4b13c0e25ff7d6,fd60c2a634ed341dba6ca8ac3eebda63
25,da85bd70baf03102916089ceca73d21d,eec1bf336a8f318e84a83845f528f998,4e651fa7c641387fa43fdcb29f100295
26,e6c2d8b6642e31e5a827c1a1721dbc38,f38afddd5a063ef08dbb342b3bee521a,93ef7f3f34fa3d5d8417597015a204d5
27,03bc623b99df35ba89ed983808e911ee,1158fb15c6be3225b20422712b617613,90842fe8aa9b352daca4444a99268e77
28,8bd17c92e660314991ae5b7f29d034f8,e5e85552c234395bb89d1fcb5db02c00,3eeed77779d638d38009b5ecbd64751f
29,04142d78121f377c85ff32f8b5c8dbff,99e0487b77783d74a86075642fc8aa3c,93e1104863ca34768fbf3040e82555d0
30,6a0849217c2a32b99ec196de52161ae3,ec1abc369a073a2fa4852cca3f5eebc4,0c13a216f7d236f4be909ffca1b2d235
31,00518fe8eb443fdbb9907b74a0bcdeda,ae4864e04ad93dac849e95a6dd61f281,3fb1962ab6f83f9f891566d984b1c3a0
32,2697618e14433a7eaed34c5a96c3f37f,d6344e3d425d3a279995f9a3e1cc304e,65f0baf2264837deab0d6db4de541ae5
33,e71b773a28ca33508e34c154a702dbc2,de9fa1d11fea33dcac003d44430eb17f,3c5099980f0a3a2fa236b9451252de66
34,c56f99b5756c39f6ba25d80115e73b01,35aa3b1a3fa131acbc6f8a0226333cd8,9ffd64be39c63aaabc42af36d2a7c464
35,8c5202d45ba1383fb232830263f3728d,69d63069e635304aacfc76a432f07805,786c50bdae303823b2319a1b26f1ebd4
36,c35c15b81c033a41b54a40f3c2c973a4,ba1430fc488a3fba982a72c0def23eba,b638ef523442387b857ac4e229271665
37,380c59035435318eb6d8a35fa1104e63,ad6317773c3e34d3b074c012ab4970be,bf1f415e883833fe898e15dd8a823ad7
38,aa64084ce1d93bd4a8d3d69c92192e59,94b290f62b123c21ac753466e475a572,92517c409de134dcb0699a2e01e8dd65
39,5bfffda8f71e3b42bd702241af34c122,0ca35b0088fc3595b95341a5e0500cb6,5a094c43c4083a84ac697dce06386c83
40,15612c2add0a38c8afb94cfa1ab452db,f29fbd2d671c37d69004f420842bd5cf,afda114bda763ac792c13ae99cd064b5
41,590ee3cccb1336fcbe3c6ee7391fd9bd,556ec81592ae38eaa339be7a2276e320,d4dc7d1486923d22a08fc592c3a4ab22
42,7f379eae86bd37f5aeecaf24c1aec3d0,6ab52e45d26a39669623924aaf63e364,8661953b13d23b47b80945cf604308a7
43,fa0f40e97bef34918f6f61caededc748,8dceab520a51388d97f640489c8a3b92,4870c72941fe3a638856e8e295d565a1
44,356e2a4e58833331b72827d60cc66d38,e88c6b13928f38e7a7eda0c55cdea827,0c64712bb6e333a591f6fd649e79adb7
45,9573b628051833f8a6af8bdcd49eeb7f,5f95c589c6263938a1bd2d1837236118,2dfdfe4375e232ff9e23ce7a4f377e9b
46,46b09fc57d913dcca98d2eb09498c003,65186b995dd53ee08cfab7cbcb754065,39d9f81c8c193f4a8384147c09a2ee33
47,eaedac432214340fb6ac981091071cb2,bd9a26d2558437778d956f55dac54743,94c1ffaa84c837448e62a1be870d23b2
48,8a5033ef0c283511b1a989af41805401,1dabf0c16f3436bcb5906962399a48e0,4e88974bb390346a8ab4f0b504b178cc
49,2ddbf790dc5737378e57b7eb35048127,a7a695e5d1003e318e5588bbf75c8b0a,77a9a7506b2b391dbb6986bd097aaf1b
50,46524d2653d43bcf959e5cb4f96d86bb,074e2440acd834bcafc92811eb09d0df,4c8674bcb9823cb1a55d887222133cf0
51,15040c5b2c513d519056b2b0a261b33d,a91a573a208a3215bc042a00eebffc37,48548fe8a2e63dbdb1a55bf0f384a167
52,c3951c7f34c63ffcbe9ee6da212df363,cdff090e6c673595a406e86c44f76e02,d5c955c7207030b9af51027ace069e24
53,4fd87a22114d30c78cd3c32f1ebe5909,c84dfb067d8a312983365b1347dbce45,bb68f29a1cd333d1a0b9b8a94b83d728
54,046f5cbe45a53ed7bfb59516e83ed6a3,8d1762f023b936389af2c81934429c71,89075343ded83f219c521b2bab21a465
55,435dd4aa3355348dbd151909e052c67e,85452d5b5d9737a1ba14f9855762b4cf,5e165c9aafe23c54af1e92550c4092bb
56,d2cdc570267139a29ce9146b4a0a4f9d,fa76192fc8f036fe86a53eaa5bc9159f,325623126b9e306eb9716f81d1876647
57,01914a56bbf0316eb53d6d7bd6b56921,7c7aa61a2913327c89b33855f1b6cad4,b11ed9b3f0a2357585119acec940b6c2
58,a7b7b066711531b690564a1ce397b407,e4895635efc634d8a2e58a1b51d6305a,5dabaddfcbd7313f8462b77765931188
59,31b6bfe087f83607bc1a15e91ff125ad,29028f56566c362fae34823be04b8992,8380abb19fbd3b8c9c54d32dac0f3851
60,a35483f58de633638a48111c19f12db4,d216ba5dabf93ed69d5eed8671c28af2,620edb3a4f3a364caff994e37661ed83
61,4145045238ae34be9ce546b3497a0e6f,0b6529efb5a838adab19c13a88854b05,e19488e572e334908c959aeb202046b2
62,0fc63a4f79aa3862ab75003c07ecdc52,09d85dea3bf032bab8d03551f17247c1,2cd452d39f0337f6af79ca839bf777c4
63,a761ae63abdf3ae9bd30512f47ca4aa9,53f577a508a73a15b6133d51ccc992f0,d87ec8646bb13202915e20653e53de0b
64,0cb95ee0bce23b29985d4794e912ee17,63b1f61810c73e0e899e6c10a542fbc6,8f2e8af77738399f99d71513168d6641
65,f15ac872403a30378a2353b507b5df5a,c1961185502d3169955f417506874fab,5c79df7b793f38df9aeaae96f0641f81
66,402a2af71cf43bf68e5bb080ed05f23f,87e12ab2c74b3695a8619d773403fca1,9644d508514c3b0e8ab61f5214d450e8
67,62f0fd3b7e2330f0830e3489e52a35ef,9b223256ea4636d1b7133ed55f74c7a0,2ce5fce34a00397e88da5ebe2462a99c
68,4d5be2f9b85d3233ac57ff8c9db85488,d15be41d09103ce38d4d42d998d41440,f4abd51359093f4e938e5450dab44e93
69,506950a7e2e936a5a9dff83122c2bf68,e688c1c32852351bbdddf977eb1aeb8f,a2dfe4aeb29833adba3df5ccdef36992
70,ab278dd425e43154a0ded9e7598ab51d,58bade8abd4b3adebf62e069ee7dd605,bf65b80c2aed3eb09c165539344822bf
71,c52bf81972d430abbdf1a6cf9a6399c2,723d27a69ce63a27ba710d8f17b9a826,3c72afb04de734b88b8353cc2552d040
72,26959802cea13715bd249968ab12d543,71a9c50e2bfc356ab4ad50cfb57935dd,ada70a1f7f88399680adae56d24e13b9
73,e2a0f47e882c39de9eacc123afe3e697,f7c506513992351c82ee9ffca997cf5c,25770c7e102a39ebb96c8673869d9c0c
74,0fdadd65c397335ab8d235b562579a53,b176b1eace4d3762a58290f60c54eaef,810671b9ff3f35d0bf4976390c590a5f
75,0b1330b1623d3eb6a490f5dc3bc63eb0,341a8ff587283f21a7b7bbb0a82f0d03,8ee13690268e3ed793ec1588ac132e89
76,0e9593eeedb63336a1b6637cae49c6a5,683047b5033136e79217634070b62afd,a2931754b7c73fa7a5b47afed29d37dd
77,0c3ccc68bb8f3804b9354614dee25e96,8f803e6d2a7835ffb8f6728aa327e02a,d93e6cdca4ea37deb3b4935acf7351b2
78,0b54666dd28d3d84aea59d50ccabb405,8869f06074cb32d89d05cedd8fb68a6b,9a11273a665b363c9477ecccb2c3854e
79,df766b01434b34ceac58d6001981d6a2,b20084704003359c88554fe7a881731a,bfb51460cf463f1e9dc2951f5b19fe3e
80,c2563f40816e380cb416f74038c0a96b,46d9a40891103443872718e8c85333d0,8d95e5dd9e7638d58606f4614f4770ac
81,ff6a51e183393aeda7507d6bc406de98,236332684dc43ebca29d361ae894cca3,0da4c8e612ea35da975b7729ff3181c5
82,186a536b27bf3e7dbc1775a516c67ad3,a3cb1065c9503442858b3d26d8b640fb,7c1a51038ed93d35900207fe7080b8f5
83,5ae3ca06e5773777b899b863f35d74ef,ade3f9a8e8113fb48dd053d62ea0a2c5,57bec0c26d153daeab456b06289a122a
84,a17677a5e218306ab32719193c49c5e6,b2ba520293373d62ade9dc1daa650cde,ecde4bf0e07134f7b134eb1ad8bcbcf5
85,474921bfd83b35da92fd12fbc52026ef,3b50a7b41f7d3f16ae739d0ad3946a16,122577b8a5d63ab2bc0df8d6db41a2a3
86,29a5f769c32231ff9a3eab6050dd0f1c,2ed4aeb62c9c375d942ca8bebfec0994,24357a58eb6c36dea6b80d15e1789a4f
87,87b34802dc4730b4828b1a4d51292812,0a9f7530f4243cda80a93f17048ee202,9e57d8228f2638038f3de47d8e45b76c
88,eafb983d233435f6992b374557885a68,7866a6941f583496a20138cdb33c3c9b,9a115df29b7935099e737c88144670a3
89,dc9b0107666836478956cd4321b352e6,da9544fa99d8375d90543ac0b520eba1,7f1807909e8d3a6e9dc7dff59af09984
90,d9366e3fa842383cad15377a71e715d1,f5948e9911943698b39b98ba6fa6c105,bea5b14ffa1431c88308632a316259c1
